iid,id,gender,wave,pid,match,int_corr,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,like_o,prob_o,met_o,age,field,field_cd,undergra,race,imprace,income,goal,date,go_out,career,shar4_1,attr2_1,sinc2_1,intel2_1,fun2_1,amb2_1,shar2_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1,attr5_1,sinc5_1,intel5_1,fun5_1,amb5_1,dec,attr,sinc,intel,fun,amb,shar,like,prob,met,match_es,attr1_s,sinc1_s,intel1_s,fun1_s,amb1_s,shar1_s,attr3_s,sinc3_s,intel3_s,fun3_s,amb3_s,satis_2,attr7_2,sinc7_2,intel7_2,fun7_2,amb7_2,shar7_2,attr1_2,sinc1_2,intel1_2,fun1_2,amb1_2,shar1_2,attr4_2,sinc4_2,intel4_2,fun4_2,amb4_2,shar4_2,attr2_2,sinc2_2,intel2_2,fun2_2,amb2_2,shar2_2,attr3_2,sinc3_2,intel3_2,fun3_2,amb3_2,attr5_2,sinc5_2,intel5_2,fun5_2,date_3,attr1_3,sinc1_3,intel1_3,fun1_3,amb1_3,shar1_3,attr7_3,sinc7_3,intel7_3,fun7_3,amb7_3,shar7_3,attr4_3,sinc4_3,intel4_3,fun4_3,amb4_3,shar4_3,attr2_3,sinc2_3,intel2_3,fun2_3,amb2_3,shar2_3,attr3_3,sinc3_3,intel3_3,fun3_3,amb3_3,attr5_3,sinc5_3,intel5_3,fun5_3,amb5_3
155,14,0,7,166,0,0.44,26,6,27.78,19.44,19.44,27.78,2.78,2.78,1,7.00,7.00,7.00,7.00,,,7.00,2.00,1,27,business,8.00,,2,5,74,624.00,2,5,1,Nonprofit,7,21.95,14.63,12.20,21.95,9.76,19.51,7,10,6,8,9,,,,,,0,8.00,7.00,7.00,6.00,6.00,5.00,5.00,5.00,0,0.00,14.58,18.75,18.75,14.58,18.75,14.58,7.00,9.00,7.00,6,9,6,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,7,8,7,9,7,9,20.93,16.28,13.95,20.93,9.30,18.60,7,9,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,14,0,7,167,0,0.13,23,2,18.60,13.95,18.60,16.28,16.28,16.28,1,6.00,6.00,5.00,4.00,4.00,3.00,6.00,4.00,2,27,business,8.00,,2,5,74,624.00,2,5,1,Nonprofit,7,21.95,14.63,12.20,21.95,9.76,19.51,7,10,6,8,9,,,,,,0,5.00,5.00,6.00,6.00,6.00,3.00,4.00,4.00,0,0.00,14.58,18.75,18.75,14.58,18.75,14.58,7.00,9.00,7.00,6,9,6,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,7,8,7,9,7,9,20.93,16.28,13.95,20.93,9.30,18.60,7,9,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,14,0,7,168,0,0.25,23,4,11.11,17.78,17.78,17.78,17.78,17.78,1,7.00,7.00,7.00,7.00,7.00,7.00,7.00,7.00,2,27,business,8.00,,2,5,74,624.00,2,5,1,Nonprofit,7,21.95,14.63,12.20,21.95,9.76,19.51,7,10,6,8,9,,,,,,0,3.00,6.00,4.00,6.00,6.00,3.00,4.00,4.00,0,0.00,14.58,18.75,18.75,14.58,18.75,14.58,7.00,9.00,7.00,6,9,6,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,7,8,7,9,7,9,20.93,16.28,13.95,20.93,9.30,18.60,7,9,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,14,0,7,169,0,0.23,28,2,17.78,20.00,17.78,15.56,15.56,13.33,0,9.00,8.00,8.00,8.00,8.00,8.00,8.00,9.00,2,27,business,8.00,,2,5,74,624.00,2,5,1,Nonprofit,7,21.95,14.63,12.20,21.95,9.76,19.51,7,10,6,8,9,,,,,,1,8.00,8.00,8.00,7.00,8.00,6.00,8.00,5.00,0,0.00,14.58,18.75,18.75,14.58,18.75,14.58,7.00,9.00,7.00,6,9,6,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,7,8,7,9,7,9,20.93,16.28,13.95,20.93,9.30,18.60,7,9,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,14,0,7,170,0,0.85,28,4,16.28,20.93,18.60,18.60,13.95,11.63,1,6.00,7.00,7.00,6.00,6.00,6.00,6.00,6.00,2,27,business,8.00,,2,5,74,624.00,2,5,1,Nonprofit,7,21.95,14.63,12.20,21.95,9.76,19.51,7,10,6,8,9,,,,,,0,2.00,8.00,8.00,3.00,8.00,6.00,8.00,5.00,0,0.00,14.58,18.75,18.75,14.58,18.75,14.58,7.00,9.00,7.00,6,9,6,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,7,8,7,9,7,9,20.93,16.28,13.95,20.93,9.30,18.60,7,9,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,14,0,7,171,0,0.52,29,2,19.57,10.87,19.57,19.57,19.57,10.87,1,10.00,8.00,8.00,8.00,9.00,6.00,8.00,4.00,2,27,business,8.00,,2,5,74,624.00,2,5,1,Nonprofit,7,21.95,14.63,12.20,21.95,9.76,19.51,7,10,6,8,9,,,,,,0,4.00,7.00,7.00,4.00,8.00,5.00,5.00,7.00,0,0.00,14.58,18.75,18.75,14.58,18.75,14.58,7.00,9.00,7.00,6,9,6,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,7,8,7,9,7,9,20.93,16.28,13.95,20.93,9.30,18.60,7,9,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,14,0,7,172,0,-0.03,27,2,17.78,17.78,22.22,20.00,15.56,6.67,0,5.00,6.00,6.00,4.00,5.00,5.00,5.00,5.00,2,27,business,8.00,,2,5,74,624.00,2,5,1,Nonprofit,7,21.95,14.63,12.20,21.95,9.76,19.51,7,10,6,8,9,,,,,,0,5.00,8.00,8.00,6.00,7.00,7.00,6.00,6.00,0,0.00,14.58,18.75,18.75,14.58,18.75,14.58,7.00,9.00,7.00,6,9,6,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,7,8,7,9,7,9,20.93,16.28,13.95,20.93,9.30,18.60,7,9,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,14,0,7,173,0,-0.13,22,2,18.37,18.37,20.41,20.41,16.33,6.12,1,6.00,7.00,7.00,8.00,7.00,5.00,6.00,5.00,2,27,business,8.00,,2,5,74,624.00,2,5,1,Nonprofit,7,21.95,14.63,12.20,21.95,9.76,19.51,7,10,6,8,9,,,,,,0,3.00,8.00,8.00,4.00,8.00,6.00,5.00,7.00,0,0.00,14.58,18.75,18.75,14.58,18.75,14.58,7.00,9.00,7.00,6,9,6,,,,,,,16.67,18.75,18.75,14.58,16.67,14.58,7,8,7,9,7,9,20.93,16.28,13.95,20.93,9.30,18.60,7,9,7,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,158,0,0.49,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,9.00,8.00,8.00,8.00,7.00,6.00,8.00,5.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,0,4.00,7.00,10.00,3.00,10.00,3.00,3.00,3.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,159,0,0.40,28,2,15.91,20.45,20.45,20.45,11.36,11.36,0,6.00,7.00,7.00,5.00,5.00,,5.00,3.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,0,3.00,10.00,10.00,6.00,10.00,3.00,3.00,3.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,160,1,-0.03,29,1,16.00,18.00,18.00,18.00,14.00,16.00,1,8.00,10.00,8.00,9.00,9.00,10.00,8.00,9.00,1,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,1,7.00,10.00,10.00,9.00,10.00,10.00,8.00,10.00,1,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,161,0,-0.16,22,2,16.67,18.75,18.75,18.75,18.75,8.33,0,7.00,9.00,10.00,8.00,8.00,4.00,5.00,3.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,1,8.00,9.00,10.00,7.00,9.00,5.00,8.00,7.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,162,0,0.45,27,4,15.22,15.22,19.57,17.39,13.04,19.57,1,5.00,7.00,7.00,5.00,9.00,6.00,6.00,4.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,0,7.00,6.00,10.00,3.00,8.00,10.00,4.00,1.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,163,1,0.21,26,2,12.00,20.00,20.00,20.00,16.00,12.00,1,8.00,9.00,9.00,8.00,8.00,8.00,8.00,6.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,1,6.00,9.00,10.00,7.00,10.00,8.00,7.00,6.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,164,0,0.08,27,2,20.51,23.08,20.51,17.95,2.56,15.38,0,8.00,8.00,10.00,7.00,9.00,5.00,7.00,5.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,0,7.00,9.00,10.00,6.00,10.00,6.00,6.00,6.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,165,0,0.65,30,2,16.67,12.50,20.83,18.75,12.50,18.75,0,7.00,8.00,7.00,7.00,8.00,6.00,6.00,6.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,0,8.00,5.00,10.00,7.00,8.00,6.00,5.00,5.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,166,0,0.28,26,6,27.78,19.44,19.44,27.78,2.78,2.78,1,7.00,7.00,7.00,7.00,,,7.00,2.00,1,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,0,7.00,6.00,10.00,9.00,10.00,6.00,7.00,6.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,167,0,-0.05,23,2,18.60,13.95,18.60,16.28,16.28,16.28,1,7.00,6.00,6.00,5.00,6.00,4.00,6.00,4.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,0,6.00,9.00,10.00,6.00,9.00,4.00,6.00,5.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,168,0,-0.01,23,4,11.11,17.78,17.78,17.78,17.78,17.78,0,7.00,8.00,8.00,7.00,7.00,6.00,6.00,8.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,0,6.00,9.00,10.00,9.00,10.00,5.00,7.00,7.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,169,0,-0.05,28,2,17.78,20.00,17.78,15.56,15.56,13.33,0,8.00,8.00,10.00,8.00,10.00,8.00,8.00,8.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,1,7.00,9.00,10.00,8.00,9.00,10.00,9.00,9.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,170,0,0.75,28,4,16.28,20.93,18.60,18.60,13.95,11.63,1,6.00,8.00,8.00,7.00,8.00,8.00,6.00,5.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,0,4.00,8.00,10.00,3.00,10.00,8.00,3.00,2.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,171,0,0.19,29,2,19.57,10.87,19.57,19.57,19.57,10.87,1,6.00,8.00,9.00,9.00,10.00,4.00,6.00,5.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,0,5.00,8.00,10.00,2.00,9.00,2.00,2.00,2.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,172,1,-0.08,27,2,17.78,17.78,22.22,20.00,15.56,6.67,1,6.00,8.00,7.00,7.00,8.00,7.00,7.00,6.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,1,5.00,9.00,10.00,8.00,10.00,7.00,8.00,8.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,15,0,7,173,1,-0.15,22,2,18.37,18.37,20.41,20.41,16.33,6.12,1,7.00,7.00,7.00,7.00,7.00,6.00,6.00,5.00,2,30,Business,8.00,,1,1,21,590.00,2,6,3,Marketing and Media,9,18.87,15.09,15.09,18.87,15.09,16.98,8,10,10,9,10,,,,,,1,6.00,9.00,10.00,9.00,9.00,7.00,8.00,7.00,0,5.00,14.89,19.15,19.15,14.89,19.15,12.77,8.00,10.00,9.00,9,10,8,,,,,,,14.29,16.33,18.37,18.37,18.37,14.29,9,8,9,8,9,9,20.41,14.29,14.29,18.37,14.29,18.37,8,9,9,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,158,0,-0.14,23,2,19.05,19.05,19.05,19.05,9.52,14.29,1,9.00,8.00,8.00,7.00,6.00,5.00,7.00,4.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,2.00,3.00,3.00,2.00,3.00,1.00,1.00,3.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,159,0,0.12,28,2,15.91,20.45,20.45,20.45,11.36,11.36,0,6.00,10.00,6.00,6.00,,,5.00,1.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,2.00,6.00,6.00,6.00,5.00,4.00,3.00,5.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,160,0,0.42,29,1,16.00,18.00,18.00,18.00,14.00,16.00,1,10.00,8.00,8.00,9.00,9.00,8.00,8.00,7.00,1,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,7.00,6.00,7.00,10.00,9.00,8.00,7.00,8.00,1,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,161,0,0.42,22,2,16.67,18.75,18.75,18.75,18.75,8.33,0,8.00,8.00,8.00,9.00,7.00,6.00,6.00,5.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,1,7.00,7.00,6.00,7.00,6.00,7.00,6.00,6.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,162,0,0.18,27,4,15.22,15.22,19.57,17.39,13.04,19.57,0,5.00,5.00,6.00,6.00,7.00,3.00,5.00,3.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,3.00,5.00,7.00,2.00,5.00,2.00,1.00,4.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,163,0,0.15,26,2,12.00,20.00,20.00,20.00,16.00,12.00,0,7.00,6.00,6.00,6.00,7.00,4.00,5.00,3.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,5.00,7.00,6.00,5.00,5.00,4.00,3.00,5.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,164,0,0.57,27,2,20.51,23.08,20.51,17.95,2.56,15.38,1,8.00,7.00,8.00,9.00,,,8.00,5.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,5.00,6.00,6.00,7.00,7.00,6.00,6.00,6.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,165,0,-0.09,30,2,16.67,12.50,20.83,18.75,12.50,18.75,1,9.00,7.00,8.00,6.00,8.00,5.00,7.00,4.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,6.00,7.00,7.00,4.00,5.00,4.00,4.00,5.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,166,0,0.36,26,6,27.78,19.44,19.44,27.78,2.78,2.78,1,8.00,8.00,8.00,8.00,,,8.00,3.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,6.00,7.00,7.00,7.00,7.00,6.00,7.00,7.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,167,0,0.60,23,2,18.60,13.95,18.60,16.28,16.28,16.28,1,6.00,7.00,6.00,6.00,5.00,4.00,6.00,4.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,4.00,5.00,5.00,6.00,3.00,4.00,3.00,5.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,168,0,0.29,23,4,11.11,17.78,17.78,17.78,17.78,17.78,1,6.00,8.00,8.00,8.00,8.00,8.00,9.00,9.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,2.00,8.00,8.00,7.00,6.00,7.00,2.00,6.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,169,1,0.61,28,2,17.78,20.00,17.78,15.56,15.56,13.33,1,10.00,8.00,8.00,9.00,9.00,8.00,9.00,8.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,1,8.00,7.00,7.00,8.00,7.00,8.00,7.00,6.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,16,0,7,170,0,-0.12,28,4,16.28,20.93,18.60,18.60,13.95,11.63,1,6.00,6.00,6.00,5.00,7.00,6.00,5.00,6.00,2,28,Business, marketing,8.00,,4,5,38,832.00,1,6,1,Brand Management,6,23.26,16.28,13.95,16.28,13.95,16.28,7,8,9,8,9,,,,,,0,3.00,6.00,7.00,4.00,5.00,3.00,3.00,4.00,0,2.00,14.58,16.67,16.67,16.67,18.75,16.67,7.00,8.00,8.00,9,9,2,,,,,,,14.58,16.67,16.67,18.75,18.75,14.58,8,8,8,7,7,8,21.95,14.63,14.63,17.07,14.63,17.07,7,8,8,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
